dataset,data_id,n_samples,n_features,n_classes,n_splits,C,log_loss,log_loss_std,n_features_full,trace_gram,fit_time,solver
sf-police-incidents,42732,2215023,8,2,5,0.00001,0.3687558329770043,0.0010806545189601916,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.00001584893192461114,0.36823882854067014,0.0010801901503769739,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.000025118864315095822,0.36762561270154576,0.0010813176276237525,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.000039810717055349695,0.3669874651477184,0.0010829924189428846,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.00006309573444801929,0.36639454451691017,0.0010868095044814792,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.0001,0.3658894039408248,0.0010922671064584031,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.00015848931924611142,0.3654861848279186,0.001099629948679129,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.0002511886431509582,0.36514687694198633,0.0011076153923090097,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.00039810717055349735,0.3648052042710018,0.0011137148744100257,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.000630957344480193,0.36442065552753533,0.0011187642938033245,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.001,0.3639292882190849,0.0011218848150195933,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.001584893192461114,0.3632978260973268,0.0011210161841328477,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.002511886431509582,0.3632978260973268,0.0011210161841328477,14267,14326084.524488429,222.46247311500156,newton-cg
sf-police-incidents,42732,2215023,8,2,5,0.003981071705534973,0.3615242423593189,0.001113710042324867,14267,14326084.524488429,222.46247311500156,newton-cg
